"movie_title","director_name","duration","actor_1_name","actor_2_name","actor_3_name","language","gross","budget","movie_facebook_likes","country","imdb_score","plot_keywords","genres_1","genres_2","genres_3","profit","returnOnInvesement"
"I Got the Hook Up ","Michael Martin",93,"Joe Estevez","Master P","Anthony Johnson","English",10305534,3500000,280,"USA",3.9,"friend|obscenity|scam|vacant lot|van","Comedy",NA,NA,6805534,194.443828571429
"She's the One ","Edward Burns",96,"John Mahoney","Frank Vincent","Michael McGlone","English",9449219,3500000,453,"USA",6.1,"claim in title|infidelity|irish american|love|sex","Comedy","Drama","Romance",5949219,169.977685714286
"Gods and Monsters ","Bill Condon",105,"Brendan Fraser","Lynn Redgrave","Kevin J. O'Connor","English",6390032,3500000,0,"USA",7.5,"friendship|gardener|gay interest|homosexual|memory","Biography","Drama",NA,2890032,82.5723428571429
"The Secret in Their Eyes ","Juan José Campanella",129,"Ricardo Darín","Soledad Villamil","Guillermo Francella","Spanish",20167424,2e+06,33000,"Argentina",8.2,"investigation|justice|murder|suspect|tension","Drama","Mystery","Thriller",18167424,908.3712
"Day of the Dead ","George A. Romero",87,"Greg Nicotero","John Amplas","Joseph Pilato","English",25517500,3500000,3000,"USA",7.2,"bunker|experiment|military|research|scientist","Horror",NA,NA,22017500,629.071428571429
"Train ","Gideon Raff",94,"Gideon Emery","Gloria Votsis","Derek Magyar","English",25517500,2e+07,804,"USA",4.8,"blood splatter|heart ripped out|jock strap|train|vomiting","Horror","Thriller",NA,5517500,27.5875
"Evil Dead II ","Sam Raimi",37,"Ted Raimi","Dan Hicks","Kassie Wesley DePaiva","English",5923044,3600000,0,"USA",7.8,"cabin|cabin in the woods|demon|evil dead|woods","Comedy","Fantasy","Horror",2323044,64.529
"Pootie Tang ","Louis C.K.",81,"Wanda Sykes","J.B. Smoove","Robert Vaughn","English",3293258,3e+06,0,"USA",5.2,"based on sketch comedy|corporation|cult film|evil corporation|sex","Action","Adventure","Comedy",293258,9.77526666666667
"Sharknado ","Anthony C. Ferrante",97,"Ian Ziering","John Heard","Cassandra Scerbo","English",25517500,1e+06,93000,"USA",3.3,"cult film|hurricane|school bus|shark|shark feature","Horror",NA,NA,24517500,2451.75
"La otra conquista ","Salvador Carrasco",106,"Elpidia Carrillo","Zaide Silvia Gutiérrez","Damián Delgado","Spanish",886410,3500000,140,"Mexico",6.8,"1520s|aztec|indian|spanish colonization|spanish conquest","Drama","History",NA,-2613590,-74.674
"Trollhunter ","André Øvredal",103,"Otto Jespersen","Johanna Mørck","Glenn Erland Tosterud","Norwegian",252652,19900000,38000,"Norway",7,"bear|cameraman|hunter|secret government agency|troll","Comedy","Drama","Fantasy",-19647348,-98.730391959799
"Ira & Abby ","Robert Cary",101,"Frances Conroy","Fred Willard","Kevin Sussman","English",220234,3500000,360,"USA",6.5,"erectile dysfunction|mugger|mugging|subway robbery|therapy","Comedy","Romance",NA,-3279766,-93.7076
"The Watch ","Akiva Schaffer",102,"Will Forte","Nicholas Braun","Rosemarie DeWitt","English",34350553,6.8e+07,15000,"USA",5.7,"alien|escape|manager|neighborhood watch|ohio","Action","Comedy","Sci-Fi",-33649447,-49.4844808823529
"Winter Passing ","Adam Rapp",98,"Zooey Deschanel","Will Ferrell","Dallas Roberts","English",101228,3500000,414,"USA",6.4,"love|michigan|musician|novelist|student","Comedy","Drama",NA,-3398772,-97.1077714285714
"D.E.B.S. ","Angela Robinson",91,"Jordana Brewster","Geoff Stults","Scoot McNairy","English",96793,3500000,1000,"USA",5.3,"1959 cadillac|diamonds|female villain|force field|voyeurism","Action","Comedy","Romance",-3403207,-97.2344857142857
"The Masked Saint ","Warren P. Sonoda",105,"Diahann Carroll","Mykel Shannon Jenkins","Lara Jean Chorostecki","English",123777,3500000,0,"Canada",4.7,NA,"Action","Biography","Crime",-3376223,-96.4635142857143
"The Betrayed ","Amanda Gusack",98,"Alice Krige","Christian Campbell","Blaine Anderson","English",25517500,3500000,127,"USA",6.1,"blood splatter|ski mask|stolen money|vomiting|warehouse","Crime","Drama","Mystery",22017500,629.071428571429
"Taxman ","Avi Nesher",104,"Fisher Stevens","Elizabeth Berkley","Robert Townsend","English",25517500,1e+06,18,"USA",5.5,"bar|box office flop|dance|one word title|voice over narration","Action","Comedy","Crime",24517500,2451.75
"The Secret ",NA,45,"James Nesbitt","Ash Cook","Genevieve O'Reilly","English",25517500,2e+07,405,"UK",7.3,"adultery|baptist church|dentist|double murder|tv mini series","Drama","Thriller",NA,5517500,27.5875
"2:13 ","Charles Adelman",96,"Teri Polo","Kevin Pollak","Jere Burns","English",25517500,3500000,211,"USA",4.8,"death|forensic|murder|profiler|serial killer","Horror","Thriller",NA,22017500,629.071428571429
"Batman: The Dark Knight Returns, Part 2 ","Jay Oliva",148,"Michael Emerson","Mark Valley","Grey Griffin","English",25517500,3500000,5000,"USA",8.4,"batman|joker|mutant|tattoo on breast|the joker","Action","Animation","Crime",22017500,629.071428571429
"Time to Choose ","Charles Ferguson",100,"Jane Goodall","Jerry Brown","Peter Agnefjall","English",29233,3500000,121,"USA",7,NA,"Documentary",NA,NA,-3470767,-99.1647714285714
"In the Name of the King: The Last Job ","Uwe Boll",86,"Bashar Rahal","Shelly Varod","Ralitsa Paskaleva","English",25517500,3500000,721,"Canada",3.3,"castle|dragon|kidnapping|satire|sword and sorcery","Action","Adventure","Fantasy",22017500,629.071428571429
"Wicked Blood ","Mark Young",92,"Alexa PenaVega","Jake Busey","Lew Temple","English",25517500,3500000,482,"USA",5.4,"chess|drugs|love|meth|pawn","Action","Crime","Drama",22017500,629.071428571429
"Dawn Patrol ","Daniel Petrie Jr.",88,"Chris Brochu","Jeff Fahey","Rita Wilson","English",25517500,3500000,570,NA,4.8,"desert|held at gunpoint|marine|revenge|sex on table","Drama","Thriller",NA,22017500,629.071428571429
"Lords of London ","Antonio Simoncini",90,"Ray Winstone","Joe Egan","Glen Murphy","English",25517500,3440000,606,"UK",3.1,"gang leader|italian woman|period piece|purgatory|suicide","Crime","Mystery","Thriller",22077500,641.787790697674
"High Anxiety ","Mel Brooks",94,"Madeline Kahn","Harvey Korman","Dick Van Patten","English",25517500,3400000,0,"USA",6.7,"belldon's hysteria|high anxiety|hitchcockian|murder|parody","Comedy",NA,NA,22117500,650.514705882353
"March of the Penguins ","Luc Jacquet",80,"Morgan Freeman","Sofie Gråbøl","Romane Bohringer","French",77413017,8e+06,0,"France",7.6,"chick|emperor penguin|journey|ocean|penguin","Documentary",NA,NA,69413017,867.6627125
"Margin Call ","J.C. Chandor",107,"Kevin Spacey","Demi Moore","Ashley Williams","English",5354039,3500000,21000,"USA",7.1,"capital management|financial crisis|financial disaster|investment fraud|management","Biography","Drama","Thriller",1854039,52.9725428571429
"August ","Eldar Rapaport",99,"Murray Bartlett","Adrian Gonzalez","Edward Conna","English",25517500,2e+07,224,"USA",6.1,"apartment|gay parent|job interview|male pubic hair|pubic hair","Drama","Romance",NA,5517500,27.5875
"Choke ","Clark Gregg",92,"Anjelica Huston","Matt Gerald","Jonah Bobo","English",2926565,3e+06,0,"USA",6.5,"choking|friend|hospital|restaurant|scam","Comedy","Drama",NA,-73435,-2.44783333333333
"Whiplash ","Damien Chazelle",107,"J.K. Simmons","Melissa Benoist","Chris Mulkey","English",13092000,3300000,129000,"USA",8.5,"conservatory|drummer|emotional abuse|music school|obsession","Drama","Music",NA,9792000,296.727272727273
"City of God ","Fernando Meirelles",135,"Alice Braga","Seu Jorge","Alexandre Rodrigues","Portuguese",7563397,3300000,28000,"Brazil",8.7,"coming of age|male frontal nudity|male nudity|photographer|slum","Crime","Drama",NA,4263397,129.193848484849
"Human Traffic ","Justin Kerrigan",99,"Danny Dyer","John Simm","Shaun Parkes","English",104257,2200000,0,"UK",7.1,"friday|friend|hip hop|techno rave|weekend","Comedy","Music",NA,-2095743,-95.2610454545455
"Day One ","Nathan Frankowski",102,"Corbin Bleu","Rus Blackwell","Luis Antonio","English",25517500,3400000,0,"USA",6.6,"character name in title|depression|drugs|one word title","Biography","Drama","Music",22117500,650.514705882353
"The Dead Girl ","Karen Moncrieff",93,"James Franco","Bruce Davison","Piper Laurie","English",17311,2e+07,799,"USA",6.7,"dead girl|girl|granddaughter|morgue|storage unit","Crime","Drama","Mystery",-19982689,-99.913445
"The Hunt ","Thomas Vinterberg",115,"Thomas Bo Larsen","Alexandra Rapaport","Hana Shuan","Danish",610968,3800000,60000,"Denmark",8.3,"deer|gun|gunshot|hunt|kindergarten teacher","Drama",NA,NA,-3189032,-83.9218947368421
"A Christmas Story ","Bob Clark",94,"Zack Ward","Darren McGavin","Scott Schwartz","English",25517500,4e+06,18000,"USA",8.1,"bb gun|boy|bully|christmas|tongue stuck on a pole","Comedy","Family",NA,21517500,537.9375
"Bella ","Alejandro Monteverde",91,"Armando Riesco","Ramon Rodriguez","Eduardo Verástegui","English",8108247,3300000,0,"USA",7.4,"inter cultural|latino|restaurant|soccer|train","Drama","Romance",NA,4808247,145.704454545455
"Class of 1984 ","Mark L. Lester",98,"Roddy McDowall","Perry King","Timothy Van Patten","English",25517500,4300000,934,"Canada",6.6,"back to school|city|high school|sadism|teacher","Action","Crime","Drama",21217500,493.43023255814
"The Opposite Sex ","Jennifer Finnigan",97,"Geoff Stults","Kenan Thompson","Josh Hopkins","English",25517500,3300000,0,"USA",4.5,"bare breasts","Comedy",NA,NA,22217500,673.257575757576
"Dreaming of Joseph Lees ","Eric Styles",92,"Samantha Morton","Rupert Graves","Miriam Margolyes","English",7680,2e+06,100,"USA",6.4,"love crime|love triangle|lust|sister sister relationship|unrequited love","Drama","Romance",NA,-1992320,-99.616
"The Class ","Laurent Cantet",128,"François Bégaudeau","Agame Malembo-Emene","Angélica Sancio","French",3766595,2e+07,0,"France",7.5,"high school|inner city|school|student|teacher","Drama",NA,NA,-16233405,-81.167025
"Rosemary's Baby ","Roman Polanski",136,"John Cassavetes","Mia Farrow","Charles Grodin","English",25517500,2300000,13000,"USA",8,"devil worship|incubus|paranoia|raped by a demon|satanism","Drama","Horror",NA,23217500,1009.45652173913
"The Man Who Shot Liberty Valance ","John Ford",113,"Lee Marvin","Woody Strode","Vera Miles","English",25517500,3200000,0,"USA",8.1,"friend|funeral|outlaw|pistol|stagecoach","Drama","Western",NA,22317500,697.421875
"Adam ","Max Mayer",99,"Peter Gallagher","Terry Walters","Amy Irving","English",2277396,2e+07,0,"USA",7.2,"apartment|asperger's syndrome|children|teacher|writer","Drama","Romance",NA,-17722604,-88.61302
"Maria Full of Grace ","Joshua Marston",101,"Catalina Sandino Moreno","Wilson Guerrero","Yenny Paola Vega","Spanish",6517198,3e+06,0,"Colombia",7.5,"colombia|colombian|drug mule|money|stomach","Crime","Drama",NA,3517198,117.239933333333
"Beginners ","Mike Mills",105,"Goran Visnjic","Lou Taylor Pucci","Mary Page Keller","English",5776314,3200000,15000,"USA",7.2,"actress|cancer|death|french|gay relationship","Comedy","Drama","Romance",2576314,80.5098125
"Feast ","John Gulager",95,"Krista Allen","Eric Dane","Henry Rollins","English",25517500,3200000,0,"USA",6.4,"bar|bloody body of child|dead boy|monster|vomiting","Action","Comedy","Horror",22317500,697.421875
"Animal House ","John Landis",109,"John Belushi","Karen Allen","Tim Matheson","English",141600000,3e+06,0,"USA",7.6,"academic probation|camera shot of feet|fraternity|school expulsion|smashing a guitar","Comedy",NA,NA,138600000,4620
"Goldfinger ","Guy Hamilton",110,"Honor Blackman","Gert Fröbe","Lois Maxwell","English",51100000,3e+06,0,"UK",7.8,"bikini|covered in melted gold|fort knox|gold|pilot","Action","Adventure","Thriller",48100000,1603.33333333333
"Antiviral ","Brandon Cronenberg",108,"Sarah Gadon","Douglas Smith","Caleb Landry Jones","English",25517500,3200000,0,"Canada",5.7,"celebrity|injection|near future|scalpel|stabbed in the mouth","Horror","Sci-Fi","Thriller",22317500,697.421875
"It's a Wonderful Life ","Frank Capra",118,"Donna Reed","Lionel Barrymore","Thomas Mitchell","English",25517500,3180000,41000,"USA",8.6,"angel|bank|guardian angel|second chance|small town life","Drama","Family","Fantasy",22337500,702.437106918239
"Trainspotting ","Danny Boyle",94,"Kelly Macdonald","Shirley Henderson","Ewen Bremner","English",16501785,3500000,21000,"UK",8.2,"drug culture|drugs|filthy toilet|heroin addict|heroin withdrawal","Drama",NA,NA,13001785,371.479571428571
"The Original Kings of Comedy ","Spike Lee",115,"Bernie Mac","Cedric the Entertainer","Steve Harvey","English",38168022,3e+06,290,"USA",6.6,"backstage|comedian|concert film|emcee|stand up comedian","Comedy","Documentary",NA,35168022,1172.2674
"Paranormal Activity 2 ","Tod Williams",98,"Sprague Grayden","Molly Ephraim","Micah Sloat","English",84749884,3e+06,14000,"USA",5.7,"california|carlsbad california|house|nanny|security camera","Horror",NA,NA,81749884,2724.99613333333
"Waking Ned Devine ","Kirk Jones",91,"James Nesbitt","David Kelly","Fionnula Flanagan","English",24788807,3e+06,0,"UK",7.4,"dead body|death|lottery|small town|village","Comedy",NA,NA,21788807,726.293566666667
"Bowling for Columbine ","Michael Moore",120,"Michael Moore","Dick Clark","Bill Clinton","English",21244913,4e+06,4000,"Germany",8,"bank|columbine|columbine high school killings|firearm|school shooting","Crime","Documentary","Drama",17244913,431.122825
"Coming Home ","Yimou Zhang",109,"Li Gong","Daoming Chen","Ni Yan","Mandarin",377420,2e+07,0,"China",7.3,"amnesia|cultural revolution|husband wife relationship|memory|political prisoner","Drama",NA,NA,-19622580,-98.1129
"A Nightmare on Elm Street 2: Freddy's Revenge ","Jack Sholder",87,"Clu Gulager","Robert Rusler","Marshall Bell","English",3e+07,2200000,0,"USA",5.4,"freddy krueger|gay|gay subtext|homoeroticism|jock strap","Fantasy","Horror",NA,27800000,1263.63636363636
"A Room with a View ","James Ivory",117,"Julian Sands","Rupert Graves","Denholm Elliott","English",20966644,3e+06,0,"UK",7.4,"male nudity|male pubic hair|nude bathing|piano|pubic hair","Drama","Romance",NA,17966644,598.888133333333
"The Purge ","James DeMonaco",85,"Rhys Wakefield","Adelaide Kane","Chris Mulkey","English",64423650,3e+06,31000,"USA",5.7,"class differences|killing spree|one night|suburb|violence","Horror","Sci-Fi","Thriller",61423650,2047.455
"Sinister ","Scott Derrickson",110,"Danielle Kotch","Victoria Leigh","James Ransone","English",48056940,3e+06,58000,"USA",6.8,"book|found footage|research|snuff film|writer","Horror","Mystery",NA,45056940,1501.898
"Martin Lawrence Live: Runteldat ","David Raynr",113,"Nancy O'Dell","Mikki Padilla","Dayna Devon","English",19184015,3e+06,63,"USA",5.4,"actor name in title|colon in title|four word title|live performance|satire","Biography","Comedy","Documentary",16184015,539.467166666667
"Cat on a Hot Tin Roof ","Richard Brooks",108,"Burl Ives","Judith Anderson","Jack Carson","English",25517500,3e+06,0,"USA",8.1,"cancer|football|homosexuality|marriage|mississippi","Drama","Romance",NA,22517500,750.583333333333
"Beneath the Planet of the Apes ","Ted Post",95,"Linda Harrison","Gregory Sierra","Victor Buono","English",25517500,3e+06,0,"USA",6.1,"ape|astronaut|mission|planet|rescue","Action","Adventure","Sci-Fi",22517500,750.583333333333
"Air Bud ","Charles Martin Smith",98,"Kevin Zegers","Bill Cobbs","Michael Jeter","English",24629916,3e+06,902,"USA",5.1,"basketball|boy|dog|dog movie|golden retriever","Comedy","Drama","Family",21629916,720.9972
"Pokémon 3: The Movie ","Kunihiko Yuyama",93,"Veronica Taylor","Eric Stuart","Lisa Ortiz","Japanese",25517500,1.6e+07,38,"Japan",5.6,"ash|father|mother|pokemon|professor","Action","Adventure","Animation",9517500,59.484375
"Jason Lives: Friday the 13th Part VI ","Tom McLoughlin",86,"Tony Goldwyn","Ron Palillo","Vincent Guastaferro","English",19472057,3e+06,0,"USA",5.9,"actual animal killed|death|jason voorhees|slasher flick|teen horror","Horror","Thriller",NA,16472057,549.068566666667
"The Bridge on the River Kwai ","David Lean",161,"William Holden","Sessue Hayakawa","Jack Hawkins","English",27200000,3e+06,0,"UK",8.2,"allies|bridge|construction|jungle|sabotage","Adventure","Drama","War",24200000,806.666666666667
"Spaced Invaders ","Patrick Read Johnson",100,"Ariana Richards","Royal Dano","Tonya Lee Williams","English",15369573,3e+06,710,"USA",5.3,"alien|halloween|killer robot|outer space|wrestler costume","Adventure","Comedy","Sci-Fi",12369573,412.3191
"Family Plot ","Alfred Hitchcock",120,"Ed Lauter","Bruce Dern","William Devane","English",25517500,4490375,609,"USA",6.8,"actor|diamond|heir|kidnapping|ransom","Comedy","Thriller",NA,21027125,468.271024134955
"The Apartment ","Billy Wilder",125,"Fred MacMurray","Ray Walston","David White","English",25517500,3e+06,0,"USA",8.3,"apartment|elevator|elevator girl|love|mistress","Comedy","Drama","Romance",22517500,750.583333333333
"Jason Goes to Hell: The Final Friday ","Adam Marcus",91,"Kane Hodder","Leslie Jordan","Erin Gray","English",15935068,2500000,949,"USA",4.3,"brutality|evil|jason voorhees|paranormal phenomena|terror","Fantasy","Horror","Thriller",13435068,537.40272
"Torn Curtain ","Alfred Hitchcock",128,"Tamara Toumanova","Lila Kedrova","David Opatoshu","English",25517500,6e+06,933,"USA",6.7,"defection|east germany|germany|iron curtain|scientist","Thriller",NA,NA,19517500,325.291666666667
"Dave Chappelle's Block Party ","Michel Gondry",100,"Common","Dave Chappelle","Lauryn Hill","English",11694528,3e+06,635,"USA",7.2,"block party|marching band|neighborhood|new york city|tyrannosaurus rex","Comedy","Documentary","Music",8694528,289.8176
"Slow West ","John Maclean",84,"Michael Fassbender","Kodi Smit-McPhee","Ben Mendelsohn","English",229094,2e+07,0,"UK",6.9,"american west|bounty hunter|frontier|horse riding|outlaw","Western",NA,NA,-19770906,-98.85453
